Year,Date,Time,Country,Area,Location,Activity,Type,Sex ,Age,Injury,Fatal (Y/N),Species ,Case Number,original order,N_Attacks,
2015,24-May-15,,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,Unprovoked,F,13,"Puncture wounds to lower left leg and ankle, shallow lacerations to foot, deep laceration to Achilles tendon",N,,2015.05.24,5791,1,
2015,20-May-15,10h30,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,18,2 puncture wounds to  dorsum of left foot,N,5' shark,2015.05.20,5790,1,
2015,07-May-15,15h00,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,Unprovoked,M,,"Lacerations to lower left leg, ankle & foot",N,,2015.05.07,5787,1,
2015,26-Apr-15,16h30,USA,Florida,"Resident's Beach, Marco Island",Wading,Unprovoked,M,63,Lacerations to left calf,N,3- to 4-foot shark,2015.04.26,5783,1,
2015,13-Apr-15,,USA,Florida,"Florida Keys, Monroe County",Photographing the shark,Unprovoked,M,48,Lacerations to shoulder and left bicep,N,"Blue shark, 8 to 9 feet",2015.04.13,5780,1,
2015,03-Apr-15,Afternoon,USA,Florida,"3 miles off Jupiter, Palm Beach County",Spearfishing,Unprovoked,M,70,Injuries to head & torso,N,Bull shark,2015.04.03,5776,1,
2015,19-Jan-15,,USA,Florida,Off Panama City,Fishing,Boat,M,,No injury but shark bit trolling motor & rammed boat,N,White shark,2015.01.19.b,5759,1,
2015,08-Jan-15,Night,USA,Florida,,Swimming after falling overboard,Invalid,M,38,"During his 16-hour swim to shore, he was circled by a shark but it did not injure him",N,No shark involvement,2015.01.08,5755,1,
2015,01-Jan-15,Afternoon,USA,Florida,"Windsor Beach, Indian River County",,Unprovoked,M,12,Leg bitten,N,"""A small shark""",2015.01.01,5752,1,
2015,13-Oct-15,11h00,USA,California,"Off Leffingwell Landing, San Luis Obispo County",Kayak Fishing,Boat,M,,"No injury, shark rammed kayak repeatedly",N,Hammerhead sp.,2015.10.13,5864,1,
2015,24-Sep-15,10h45-11h15,USA,California,"Horseshoe Rock, Santa Barbara County",Kayak fishing,Unprovoked,M,,"No injury, kayak damaged",N,"White shark, 19'",2015.09.24,5854,1,
2015,06-Sep-15,17h30,USA,California,"El Pescador Beach, Los Angeles County",Stand-Up Paddleboarding,Unprovoked,F,50,"No injury, shark struck board, tossing her into the sea",N,"White shark, 11' to 12'",2015.09.06,5846,1,
2015,05-Sep-15,14h40,USA,California,"Deer Creek Beach, Ventura County",Kayak Fishing,Provoked,M,29,Laceration to dorsum of foot by hooked shark  PROVOKED INCIDENT,N,Hammerhead shark.,2015.09.05,5845,1,
2015,29-Aug-15,10h25,USA,California,"Morro Strand State Beach, San Luis Obispo County",Surfing,Unprovoked,F,54,"No injury, surfboard bitten",N,"White shark, 11' to 12'",2015.08.29.b,5840,1,
2015,29-Aug-15,10h00,USA,California,"Morro Bay, San Luis Obispo County",Surfing,Unprovoked,M,21,"No injury, shark struk sufer's leg and his board",N,"White shark, 10' to 12' ",2015.08.29.a,5839,1,
2015,18-Aug-15,07h30,USA,California,Santa Barbara County,Kayak Fishing,Unprovoked,M,22,"No injury, kayak bitten",N,"White shark, 13'",2015.08.18.b,5834,1,
2015,10-Aug-15,08h00,USA,California,Cortes Bank,Spearfishing,Provoked,M,57,Right hand bitten  PROVOKED INCIDENT,N,Hammerhead shark. 6' to 7',2015.08.10,5832,1,
2015,23-Jul-15,,USA,California,"La Jolla, San Diego County",Kayak Fishing,Provoked,M,31,No injury to occupant. Kayak bitten by gaffed shark. PROVOKED INCIDENT,N,"Mako shark, 100-lb",2015.07.23.b,5827,1,
2015,10-Jul-15,08h45,USA,California,"Huntington Beach, Orange County",Surfing,Unprovoked,M,38,"No injury, shark bumped & damaged board",N,"White shark, 7'",2015.07-10,5823,1,
2015,08-Jul-15,,USA,California,"Huntington Beach, Orange County",Treading water,Invalid,M,39,Laceration to back,N,Shark involvement not cofirmed,2015.07.08,5822,1,
2015,13-Jun-15,,USA,California,Off San Diego,,Unprovoked,F,,Severe laceration to leg,N,Mako shark,2015.06.13,5799,1,
2015,01-Sep-15,08h30,THAILAND,Phuket,Karon Beach,Wading,Unprovoked,F,37,Left foot & ankle bitten,N,small shark,2015.09.01,5842,1,
2015,25-Dec-15,,SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",Swimming,Unprovoked,F,38,Lacerations to left forearm,N,"Silky shark, 6.5'",2015.12.25,5889,1,
2015,18-Aug-15,11h00,SPAIN,Alicante,"Poniente Beach, Benidorm",Swimming,Invalid,M,10,Minor injury when he attempted to touch a fish. ,N,Shark involvement not confirmed,2015.08.18.a,5833,1,
2015,25-Oct-15,15h00,SOUTH AFRICA,Western Cape Province,Stil Bay,Surfing,Unprovoked,M,42,"Lacerations to right calf, knee & hip",N,"White shark, 3 to 3.5m ",2015.10.25,5870,1,
2015,27-Jun-15,14h40,SOUTH AFRICA,Western Cape Province,Buffels Bay near Knysna,Body Boarding,Unprovoked,M,19,"Right leg severed, multiple lacerations to left leg",N,White shark,2015.06.27.a,5812,1,
2015,26-Jun-15,16h00,SOUTH AFRICA,Western Cape Province,"Lookout Beach, Plettenberg Bay",Surfing,Unprovoked,M,23,Multiple lacerations to torso & leg,N,"White shark, 2m to 3 m",2015.06.26.b,5810,1,
2015,26-Dec-15,Morning,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,Kayak Fishing,Boat,M,,"No injury, kayak damaged",N,"White shark, 3 m",2015.12.26,5890,1,
2015,08-Dec-15,Morning,SOUTH AFRICA,Eastern Cape Province,Mpande,Swimming / Wading,Unprovoked,F,22,Lacerations to both hands and forearms,N,,2015.12.08,5882,1,
2015,19-Jul-15,,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Surfing,Unprovoked,M,34,No injury,N,White shark,2015.07.19,5824,1,
2015,02-May-15,13h00,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Diving,Unprovoked,M,29,"Injuries to leg, left arm & both hands",N,"White shark, 3.5 m",2015.05.02,5785,1,
2015,26-Mar-15,,SOUTH AFRICA,Eastern Cape Province,Yellow Sands Point,Kayak Fishing,Boat,M,36,No injury but kayak bitten,N,"White shark, 4 m",2015.03.26,5774,1,
2015,03-Jan-15,08h00,SOUTH AFRICA,Eastern Cape Province,Chintsa East Beach,Surfing,Unprovoked,M,15,"Lacerations to lower left leg, puncture wounds to sole of left foot",N,"Raggedtooth shark, 1.3 m",2015.01.03,5753,1,
2015,14-Feb-15,18h30,REUNION,d��tang-Sal�,Ravine Mula,Swimming,Unprovoked,F,22,FATAL,Y,"Tiger shark, 3.5 m",2015.02.14,5766,1,
2015,12-Apr-15,09h00,REUNION,Saint-Gilles-les-Bains,Cap Homard,Surfing,Unprovoked,M,13,FATAL,Y,Bull shark,2015.04.12,5778,1,
2015,01-Jun-15,15h00,REUNION,Le Port,Folette,Surfing,Unprovoked,M,47,Left forearm bitten,N,"Bull shark, 2.5 m",2015.06.01,5795,1,
2015,22-Jul-15,,REUNION,,St. Leu,Surfing,Unprovoked,M,45,Arm bitten,N,"Bull shark, 2m",2015.07.22,5825,1,
2015,19-Jun-15,Morning,PUERTO RICO,,Off Cabo Rojo,Spearfishing,Unprovoked,M,36,Injury to hand,N,,2015.06.19,5803,1,
2015,09-May-15,,NEW CALEDONIA,,Kouare ,Snorkeling,Unprovoked,M,50,FATAL,Y,"Bull shark, 3.5 m",2015.05.09,5788,1,
2015,01-Nov-15,04h00,MOZAMBIQUE,Inhambane Province,Maxixe,Fishing,Unprovoked,M,19,"Arms severely injured, surgically amputated",N,,2015.11.01.a,5873,1,
2015,17-Oct-15,,MOZAMBIQUE,Inhambane Province,"Nahaduga, Inhambane Bay",Fishing for shrimp,Unprovoked,F,35,FATAL,Y,,2015.10.17.c,5867,1,
2015,08-Oct-15,,MOZAMBIQUE,Inhambane Province,"Maxixe, Inhambane Bay",Fishing,Unprovoked,M,,"Arm severely injured, surgically amputated",N,,2015.10.08,5861,1,
2015,10-Mar-15,10h20,MEXICO,Sinaloa,Mazlatan,Fishing,Provoked,M,36,Right hand bitten by hooked shark PROVOKED INCIDENT,N,,2015.03.10,5769,1,
2015,29-Mar-15,,ITALY,Sardinia,,Diving,Invalid,M,43,"FATAL, but shark involvement prior to death unconfirmed",Y,Shark involvement not cofirmed,2015.03.29,5775,1,
2015,25-May-15,08h00,FRENCH POLYNESIA,Rangiroa,Avatoru Pass,Spearfishing,Unprovoked,M,19,Lacerations to right forearm,N,1m to 1.2 m shark,2015.05.25,5792,1,
2015,07-Mar-15,,FRENCH POLYNESIA,Central Tuamotu,"Tupapati, Hikueru Atoll",Sitting in the water,Unprovoked,M,18 months,Thigh bitten,N,Blacktip Reef shark ,2015.03.07,5768,1,
2015,06-Jul-15,,FRENCH POLYNESIA,Bora Bora,,Swimming,Invalid,M,,Parallel lacerations to torso inconsistent with shark bite,N,No shark involvement,2015.07.06,5821,1,
2015,16-Mar-15,10h00,FRENCH POLYNESIA,Bora Bora,Anau,Hand feeding sharks,Unprovoked,M,9,Hand bitten,N,Blacktip shark,2015.03.16,5771,1,
2015,Sep-15,,FIJI,,,Spearfishing,Unprovoked,M,,Leg bitten,N,Tiger shark,2015.09.00,5841,1,
2015,21-Mar-15,,EGYPT,,Marsa Alam,Swimming,Unprovoked,M,52,FATAL,Y,Mako shark,2015.03.21,5773,1,
2015,20-Nov-15,10h15,ECUADOR,Galapagos Islands,"Punta Vicente Roca, Isabella Island",Snorkeling,Unprovoked,M,55,Lacerations to left calf,N,Galapagos shark,2015.11.20,5661,1,
2015,21-Dec-15,,BRAZIL,Pernambuco,Fernano de Noronha,Scuba diving,Unprovoked,M,32,Right hand & part of forearm removed,N,"Tiger shark, 1.5 m ",2015.12.21.a,5886,1,
2015,31-Mar-15,11h00,BRAZIL,Pernambuco,"Praia del Chifre, Olinda",Surfing,Invalid,M,23,Injury to left thigh from unidentified species of fish, injuries inconsistent with shark bite,N,No shark involvement,2015.03.31,5777,1
2015,04-Jul-15,,BAHAMAS,Grand Bahama Island,"Port Lucaya, Freeport",Spearfishing,Unprovoked,F,23,Lacerations to lower leg & ankle,N,6' shark,2015.07.04.b,5820,1,
2015,06-Jan-15,16h00,BAHAMAS,Abaco Islands,"Tahiti Beach, Elbow Cay",Snorkeling,Unprovoked,F,34,Severe bite to right flank,N,White shark or oceanic whitetip shark,2015.01.06,5754,1,
2015,11-Dec-15,,BAHAMAS,,Off Andros Island,Lobster fishing,Unprovoked,M,26,"Bitten on thigh, abdomen & hand",N,Bull shark,2015.12.11,5883,1,
2015,30-Oct-15,,AUSTRALIA,Western Australia,Bald Island,Spearfishing,Unprovoked,M,50,Minor injury,N,,2015.10.30,5872,1,
2015,07-Oct-15,16h50,AUSTRALIA,Western Australia,Pyramids Beach,Surfing,Unprovoked,M,18,Foot injured,N,,2015.10.07,5860,1,
2015,Reported 25-Jun-2015,,AUSTRALIA,Western Australia,Rottnest Island,Swimming,Provoked,M,19,Minor lacerations to forearm when he grabbed shark by its tail     PROVOKED INCIDENT,N,Wobbegong shark,2015.06.25.R,5808,1,
2015,24-Jun-15,09h30,AUSTRALIA,Western Australia,Denmark,Surfing,Invalid,F,37,"Bruises and abrasions to face, chin, chest, both shins & feet and cut to right hand when her surfboard was struck with force",N,White shark,2015.06.24.a,5805,1,
2015,23-Jul-15,,AUSTRALIA,Victoria,Tyrendarra Beach near Portland,Surfing,Unprovoked,M,40s,Left hand bitten,N,"Bronze whaler shark, 1.5m",2015.07.23.a,5826,1,
2015,25-Jul-15,10h00,AUSTRALIA,Tasmania,"Lachan Island, Mercury Passage",Scallop diving on hookah,Unprovoked,M,46,FATAL,Y,White shark,2015.07.25,5828,1,
2015,25-Apr-15,09h45,AUSTRALIA,South Australia,Fishery Bay,Surfing,Unprovoked,M,26,Leg severed at mid-thigh,N,"White shark, 6 m",2015.04.25,5782,1,
2015,26-Sep-15,Afternoon,AUSTRALIA,Queensland,"Russel Island, Frankland Group",Snorkeling,Unprovoked,F,7,Laceration to leg,N,,2015.09.26,5855,1,
2015,30-Jan-15,05h00,AUSTRALIA,Queensland,"Nerang River, Surfer's  Paradise",Rowing,Boat,M,57,"No injury, shark's teeth scratched hull",N,"Bull shark, 1.3 m",2015.01.30,5762,1,
2015,21-Dec-15,07h00,AUSTRALIA,New South Wales,Bondi Beach,Surfing,Unprovoked,M,43,"No injury, shark leapt on surfboard",N,"Bronze whaler shark, 6'",2015.12.21.b,5887,1,
2015,13-Dec-15,10h30,AUSTRALIA,New South Wales,Lake Macquarie,Fishing,Boat,,,"No injury, shark rammed boat & bit motor",N,"White shark, 3.5 m",2015.12.13,5884,1,
2015,10-Nov-15,18h15,AUSTRALIA,New South Wales,East Ballina,Surfing,Unprovoked,M,20,Injury to left thigh,N,"Bull shark, 2.8 to 3.1 m",2015.11.10,5877,1,
2015,08-Sep-15,06h15,AUSTRALIA,New South Wales,North Shelly Beach,Surfing,Unprovoked,M,42,Minor laceration to hand,N,6' shark,2015.09.08,5847,1,
2015,04-Sep-15,11h30,AUSTRALIA,New South Wales,Hallidays Point,Surf-skiing,Unprovoked,M,62,Inuries to lower left leg & ankle,N,"White shark, 2.5 m",2015.09.04,5844,1,
2015,22-Aug-15,17h10,AUSTRALIA,New South Wales,Lighthouse Beach,Surfing,Unprovoked,M,38,Severe laceration to left buttock & thigh,N,,2015.08.22.a,5837,1,
2015,31-Jul-15,06h00,AUSTRALIA,New South Wales,Evans Head,Surfing,Unprovoked,M,52,"Lacerations and puncture wounds to hip, thigh, arm and hand",N,White shark,2015.07.31,5831,1,
2015,03-Jul-15,09h00,AUSTRALIA,New South Wales,Lennox Head,Surfing,Unprovoked,M,52,"No injury, shark bit surfboard",N,White shark,2015.07.03,5818,1,
2015,02-Jul-15,09h00,AUSTRALIA,New South Wales,East Ballina,Body boarding ,Unprovoked,M,32,Significant injuries to lower legs,N,White shark,2015.07.02,5817,1,
2015,30-Jun-15,,AUSTRALIA,New South Wales,"Flat Rock, Yamba",Surfing,Unprovoked,M,,Hand bitten,N,,2015.06.30.b,5815,1,
2015,03-May-15,15h00,AUSTRALIA,New South Wales,Saltwater Beach,Surfing,Unprovoked,M,,Injuries to left arm & right hand,N,White shark,2015.05.03,5786,1,
2015,24-Jun-15,11h00,AUSTRALIA,New South Wales,"Belongil Beach, Byron Bay",Surf skiing ,Unprovoked,M,71,"No injury, knocked off ski",N,"White shark, 3 m",2015.04.24.c,5781,1,
2015,11-Apr-15,07h30,AUSTRALIA,New South Wales,McKenzies Beach,Paddle boarding,Unprovoked,M,,Ankle injured,N,,2015.04.11,5779,1,
2015,11-Mar-15,Morning,AUSTRALIA,New South Wales,"Julian Rocks, Byron Bay",Fishing,Boat,M,,Bruised in falling overboard as shark bumped boat,N,,2015.03.11,5770,1,
2015,09-Feb-15,10h00,AUSTRALIA,New South Wales,Shelly Beach,Surfing,Unprovoked,M,41,FATAL,Y,3.5 to 4 m shark,2015.02.09,5765,1,
2015,08-Feb-15,06h45,AUSTRALIA,New South Wales,"Seven Mile Beach, Byron Bay",Surfing,Unprovoked,M,35,Laceration & puncture wounds to right flank & hip,N,2 m to  3 m shark,2015.02.08,5764,1,
2015,05-Feb-15,,AUSTRALIA,New South Wales,Mereweather Beach,Bodysurfing,Unprovoked,M,,5 minor puncture wounds to lower left leg,N,1.8 m shark,2015.02.05,5763,1,
2015,24-Jan-15,,AUSTRALIA,New South Wales,Flat Rock,Surfing,Unprovoked,M,,"No injury, surfboard dented",N,,2015.01.24,5760,1,
2015,19-Jan-15,,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",Surfing & filming dolphins,Invalid,F,,Board snapped in two,N,Shark involvement not confirmed,2015.01.19.a,5758,1,
2015,17-Jan-15,13h45,AUSTRALIA,New South Wales,Off Blacksmith Beach,Fishing,Boat,M,,"Shark bumped boat, no injury to occupants",N,5 m shark,2015.01.17,5757,1,
2015,16-Jan-15,,AUSTRALIA,New South Wales,"Mollymook Beach, Bannister Head",Filming,Unprovoked,M,17,Bitten on hand & wrist,N,1.5 m shark,2015.01.16,5756,1,
2015,15-Feb-15,,ATLANTIC OCEAN,,,Transatlantic Rowing,Boat,,,"No injury, shark bit rudder",N,White shark,2015.02.15,5767,1,
2015,19-Dec-15,,ARUBA,,Boat capsized,Sea disaster,Unprovoked,M,58,FATAL,Y,,2015.12.19,5885,1,
2014,07-Jun-14,Afternoon,USA,Texas,"West Beach, Galveston",Kneeling in the water,Unprovoked,F,14,Shallow lacerations & puncture wounds below shoulder,N,,2014.06.07,5667,1,
2014,14-Oct-14,,USA,South Carolina,"Hilton Head Island, Beaufort County",Standing in inner tube,Unprovoked,F,7,Lacerations to left foot,N,"Bull shark, 3' to 4'",2014.10.14,5728,1,
2014,27-Aug-14,15h00,USA,South Carolina,"Surfside Beach, Horry  County",Standing,Unprovoked,F,,Heel bitten,N,,2014.08.27.a,5703,1,
2014,06-Aug-14,14h00,USA,South Carolina,"Folly Beach, Charleston County",Boogie boarding,Unprovoked,M,10,Lacerations to right leg & foot,N,4' tp 5' shark,2014.08.06,5694,1,
2014,03-Jul-14,18h15-18h30,USA,South Carolina,"Isle of Palms, Charleston County",Body surfing,Unprovoked,M,19,Right hand bitten,N,4' to 5' shark,2014.07.03,5677,1,
2014,06-May-14,15h00,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,Unprovoked,F,40,Lacerations to left foot,N,4' to 5' shark,2014.05.06,5655,1,
2014,01-Jun-14,,USA,Palmyra Atoll,,Tagging sharks,Unprovoked,F,37,Laceration to left hand,N,Blacktip Reef shark ,2014.06.01.a,5664,1,
2014,27-Aug-14,,USA,North Carolina,"Figure Eight Island,  New Hanover County",Surfing,Unprovoked,M,29,Laceration to left hand,N,4' to 6' shark,2014.08.27.b,5704,1,
2014,24-Aug-14,,USA,North Carolina,"Off Masonboro Island, New Hanover County",Kite boarding,Unprovoked,,,Laceration to left foot,N,4' shark,2014.08.24,5701,1,
2014,27-Jul-14,,USA,North Carolina,"Sunset Beach, Brunswick County",Swimming,Unprovoked,M,Teen,Left foot bitten,N,Possibly juvenile tiger shark,2014.07.27,5688,1,
2014,12-Jul-14,,USA,North Carolina,"Masonboro Island, New Hanover County",Body surfing,Unprovoked,M,,Lacerations to hand and wrist,N,,2014.07.12,5681,1,
2014,03-Sep-14,18h00,USA,Massachusetts,"Manomet Point, Plymouth, Plymouth County",Kayaking ,Unprovoked,F,20s,"No injury, shark bit kayak",N,"White shark, 12' to 14'",2014.09.03,5712,1,
2014,28-Aug-14,,USA,Maryland,Assateague National Seashore,Fishing,Provoked,M,33,Lacerations to foot by hooked shark PROVOKED INCIDENT,N,,2014.08.28,5706,1,
2014,08-Aug-14,Afternoon,USA,Louisiana,"Lake Ponchartain off Southshore Harbor, New Orleans",Swimming,Unprovoked,M,7,Minor lacerations to left heel and big toe,N," Bull shark, 5'",2014.08.08,5695,1,
2014,13-Nov-14,13h30,USA,Hawaii,"Airplane Beach, Lahina, West Maui",Snorkeling,Unprovoked,M,53,Laceration to left upper leg,N,1.5 m shark,2014.11.13,5738,1,
2014,31-Oct-14,11h00,USA,Hawaii,"North Kohala, Hawaii County",Surfing,Unprovoked,F,34,Lacerations to fingers,N,"Tiger shark, 12'",2014.10.31,5735,1,
2014,22-Oct-14,10h00,USA,Hawaii,"Kihei, Maui",Stand-Up Paddleboarding,Unprovoked,F,,"No injury, paddleboard bitten",N,Tiger shark,2014.10.22,5733,1,
2014,20-Oct-14,08h00,USA,Hawaii,"Kahului, Maui",Stand-Up Paddleboarding,Unprovoked,M,,"No injury, paddleboard bitten",N,,2014.10.20,5732,1,
2014,18-Oct-14,11h15,USA,Hawaii,"Maalaea, South Maui",Surfing,Unprovoked,M,,"No injury, surfboard bitten",N,12' to 14' shark,2014.10.18,5730,1,
2014,16-Jul-14,17h50,USA,Hawaii,"Paia Bay, Maui",Swimming,Unprovoked,M,61,Lacerations to left foot,N,6' to 8' shark,2014.07.16,5684,1,
2014,11-May-14,,USA,Georgia,"Tybee Island, Chatham County",Surfing,Unprovoked,M,12,Puncture wounds to right thigh,N,Shark involvement not confirmed,2014.05.11,5657,1,
2014,16-Nov-14,13h00,USA,Florida,"Indian Harbor Beach, Brevard County",Surfing,Unprovoked,M,44,Laceration to left hand,N,2' shark,2014.11.16,5739,1,
2014,08-Nov-14,16h30,USA,Florida,"Fort Pierce Inlet State Park, St. Lucie County",Surfing,Unprovoked,M,18,Minor injuries to hand & arm ,N,,2014.11.08,5736,1,
2014,12-Oct-14,15h30,USA,Florida,"Melbourne Beach, Brevard County",Body surfing or Boogie boarding,Unprovoked,F,,Laceration to right hand/wrist,N,,2014.10.12,5727,1,
2014,07-Oct-14,Afternoon,USA,Florida,"Cherie Down Park, Brevard County",Fishing,Unprovoked,F,40,Thigh bitten,N,,2014.10.07,5726,1,
2014,05-Oct-14,11h30,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,29,Foot bitten,N,Blacktip shark,2014.10.05.b,5723,1,
2014,05-Oct-14,11h00,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,15,Foot bitten,N,Blacktip shark,2014.10.05.a,5722,1,
2014,21-Sep-14,11h30,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,,Minor injury to left foot,N,,2014.09.21,5717,1,
2014,02-Sep-14,20h00,USA,Florida,"Fletcher Beach, Hutchinson Island, Martin County",Fishing,Provoked,M,52,Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT,N,3' to 4' shark,2014.09.02,5711,1,
2014,31-Aug-14,16h40,USA,Florida,"New Smyrna Beach, Volusia County",Body surfing,Unprovoked,F,13,Injury to left calf,N,Spinner shark,2014.08.31,5709,1,
2014,29-Aug-14,,USA,Florida,"Ponce Inlet, Volusia County",Surfing,Unprovoked,M,17,Lacerations to shin,N,Spinner shark or blacktip shark,2014.08.29.b,5708,1,
2014,29-Aug-14,16h18,USA,Florida,"Atlantic Beach, Duval County",,Invalid,,,Shark involvement not confirmed,N,Shark involvement not confirmed,2014.08.29.a,5707,1,
2014,Reported 25-Aug-2014,,USA,Florida,Apalachicola Bay ,Fishing for sharks,Provoked,M,,Lacerations to forearm from hooked shark PROVOKED INCIDENT,N,"Bull shark, 4.5' ",2014.08.25,5702,1,
2014,12-Aug-14,11h10,USA,Florida,"3 to 4 miles west of Indian Pass, Gulf County",Standing,Unprovoked,M,,Puncture wounds and lacerations to left thigh and knee,N," Bull shark, 8'",2014.08.12,5699,1,
2014,10-Aug-14,,USA,Florida,"Hallandale Beach, Broward County",,Unprovoked,M,26,Puncture wounds & lacerations to foot,N,,2014.08.10,5698,1,
2014,09-Aug-14,13h30,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Swimming,Unprovoked,F,10,Puncture wounds to right foot & ankle,N,,2014.08.09,5696,1,
2014,05-Aug-14,,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,Unprovoked,F,45,Lacerations to  foot,N,,2014.08.05,5693,1,
2014,02-Aug-14,,USA,Florida,"South of Cocoa Beach, Brevard County",Surfing,Unprovoked,M,50s,Foot bitten,N,,2014.08.02,5692,1,
2014,02-Aug-14,13h00,USA,Florida,"Table Beach, Brevard County",Boogie boarding,Unprovoked,M,8,Laceration to ankle,N,,2014.08.02,5691,1,
2014,21-Jul-14,Early afternoon,USA,Florida,"Indialantic, Brevard County",Standing,Unprovoked,M,8,Lacerations to right knee,N,,2014.07.21,5686,1,
2014,14-Jul-14,14h30,USA,Florida,Okaloosa Island,Swimming,Unprovoked,M,39,Puncture wounds to foot,N,4' shark,2014.07.14,5683,1,
2014,09-Jul-14,14h00,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,14,Lacerations to foot,N,,2014.07.09,5680,1,
2014,01-Jun-14,13h30,USA,Florida,Fort Lauderdale,Swimming,Unprovoked,F,22,Laceration to right lower leg,N,Bull shark,2014.06.01.c,5666,1,
2014,15-May-14,11h30,USA,Florida,"Juan Ponce de Le�n Landing, Melbourne Beach, Brevard County",Body boarding,Unprovoked,F,38,Calf bitten,N,,2014.05.15,5660,1,
2014,13-May-14,11h00,USA,Florida,"Jacksonville Beach, Duval County",Wading,Unprovoked,F,44,Lacerations and puncture wounds to right foot,N,,2014.05.13,5658,1,
2014,Reported 10-May-2014,,USA,Florida,"Bethel Shoals, Indian River County",Diving,Invalid,M,,"No injury. No attack. 12' white shark appeared curious, not aggressive & departed when prodded by spear",N,No shark involvement,2014.05.10.R,5656,1,
